id_code,experiment,plate,well,sirna,cell_type,site,image_dir,image_pattern,image_root
HEPG2-03_3_O12,HEPG2-03,3,O12,sirna_397,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O13,HEPG2-03,3,O13,sirna_1131,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O14,HEPG2-03,3,O14,sirna_1010,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O15,HEPG2-03,3,O15,sirna_817,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O16,HEPG2-03,3,O16,sirna_105,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O17,HEPG2-03,3,O17,sirna_736,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O18,HEPG2-03,3,O18,sirna_285,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O19,HEPG2-03,3,O19,sirna_849,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O20,HEPG2-03,3,O20,sirna_994,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O21,HEPG2-03,3,O21,sirna_1031,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O22,HEPG2-03,3,O22,sirna_1075,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_3_O23,HEPG2-03,3,O23,sirna_1052,HEPG2,1,images/HEPG2-03/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B03,HEPG2-03,4,B03,sirna_453,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B04,HEPG2-03,4,B04,sirna_847,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B05,HEPG2-03,4,B05,sirna_608,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B06,HEPG2-03,4,B06,sirna_371,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B07,HEPG2-03,4,B07,sirna_965,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B08,HEPG2-03,4,B08,sirna_443,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B09,HEPG2-03,4,B09,sirna_677,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B10,HEPG2-03,4,B10,sirna_339,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B11,HEPG2-03,4,B11,sirna_885,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B12,HEPG2-03,4,B12,sirna_1086,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B13,HEPG2-03,4,B13,sirna_19,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B14,HEPG2-03,4,B14,sirna_513,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B15,HEPG2-03,4,B15,sirna_203,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B16,HEPG2-03,4,B16,sirna_271,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B17,HEPG2-03,4,B17,sirna_762,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B18,HEPG2-03,4,B18,sirna_505,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B19,HEPG2-03,4,B19,sirna_1080,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B20,HEPG2-03,4,B20,sirna_674,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B21,HEPG2-03,4,B21,sirna_53,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B22,HEPG2-03,4,B22,sirna_421,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_B23,HEPG2-03,4,B23,sirna_913,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C02,HEPG2-03,4,C02,sirna_368,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C04,HEPG2-03,4,C04,sirna_160,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C05,HEPG2-03,4,C05,sirna_1063,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C06,HEPG2-03,4,C06,sirna_902,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C08,HEPG2-03,4,C08,sirna_316,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C09,HEPG2-03,4,C09,sirna_81,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C10,HEPG2-03,4,C10,sirna_775,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C12,HEPG2-03,4,C12,sirna_538,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C13,HEPG2-03,4,C13,sirna_31,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C14,HEPG2-03,4,C14,sirna_904,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C16,HEPG2-03,4,C16,sirna_94,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C17,HEPG2-03,4,C17,sirna_691,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C18,HEPG2-03,4,C18,sirna_472,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C20,HEPG2-03,4,C20,sirna_120,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C21,HEPG2-03,4,C21,sirna_290,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_C23,HEPG2-03,4,C23,sirna_83,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D02,HEPG2-03,4,D02,sirna_648,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D03,HEPG2-03,4,D03,sirna_219,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D04,HEPG2-03,4,D04,sirna_415,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D05,HEPG2-03,4,D05,sirna_808,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D06,HEPG2-03,4,D06,sirna_441,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D07,HEPG2-03,4,D07,sirna_732,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D08,HEPG2-03,4,D08,sirna_1122,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D09,HEPG2-03,4,D09,sirna_1061,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D10,HEPG2-03,4,D10,sirna_262,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D11,HEPG2-03,4,D11,sirna_856,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D12,HEPG2-03,4,D12,sirna_815,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D13,HEPG2-03,4,D13,sirna_243,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D14,HEPG2-03,4,D14,sirna_892,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D15,HEPG2-03,4,D15,sirna_731,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D16,HEPG2-03,4,D16,sirna_265,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D17,HEPG2-03,4,D17,sirna_167,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D18,HEPG2-03,4,D18,sirna_557,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D19,HEPG2-03,4,D19,sirna_925,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D20,HEPG2-03,4,D20,sirna_220,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D21,HEPG2-03,4,D21,sirna_563,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D22,HEPG2-03,4,D22,sirna_332,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_D23,HEPG2-03,4,D23,sirna_873,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E02,HEPG2-03,4,E02,sirna_961,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E03,HEPG2-03,4,E03,sirna_101,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E04,HEPG2-03,4,E04,sirna_696,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E05,HEPG2-03,4,E05,sirna_248,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E06,HEPG2-03,4,E06,sirna_520,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E07,HEPG2-03,4,E07,sirna_407,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E08,HEPG2-03,4,E08,sirna_205,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E09,HEPG2-03,4,E09,sirna_287,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E10,HEPG2-03,4,E10,sirna_797,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E11,HEPG2-03,4,E11,sirna_1107,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E12,HEPG2-03,4,E12,sirna_345,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E13,HEPG2-03,4,E13,sirna_530,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E14,HEPG2-03,4,E14,sirna_991,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E15,HEPG2-03,4,E15,sirna_891,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E16,HEPG2-03,4,E16,sirna_764,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E17,HEPG2-03,4,E17,sirna_387,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E18,HEPG2-03,4,E18,sirna_769,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E19,HEPG2-03,4,E19,sirna_509,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E20,HEPG2-03,4,E20,sirna_135,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E21,HEPG2-03,4,E21,sirna_257,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E22,HEPG2-03,4,E22,sirna_844,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_E23,HEPG2-03,4,E23,sirna_1049,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F02,HEPG2-03,4,F02,sirna_1060,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F04,HEPG2-03,4,F04,sirna_379,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F05,HEPG2-03,4,F05,sirna_175,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F06,HEPG2-03,4,F06,sirna_227,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F08,HEPG2-03,4,F08,sirna_889,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F09,HEPG2-03,4,F09,sirna_36,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F10,HEPG2-03,4,F10,sirna_1036,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F12,HEPG2-03,4,F12,sirna_91,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F13,HEPG2-03,4,F13,sirna_1048,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F14,HEPG2-03,4,F14,sirna_151,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F16,HEPG2-03,4,F16,sirna_474,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F17,HEPG2-03,4,F17,sirna_500,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F18,HEPG2-03,4,F18,sirna_832,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F20,HEPG2-03,4,F20,sirna_352,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F21,HEPG2-03,4,F21,sirna_833,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_F23,HEPG2-03,4,F23,sirna_1006,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G02,HEPG2-03,4,G02,sirna_933,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G03,HEPG2-03,4,G03,sirna_313,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G04,HEPG2-03,4,G04,sirna_796,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G05,HEPG2-03,4,G05,sirna_1058,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G06,HEPG2-03,4,G06,sirna_463,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G07,HEPG2-03,4,G07,sirna_920,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G08,HEPG2-03,4,G08,sirna_594,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G09,HEPG2-03,4,G09,sirna_787,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G10,HEPG2-03,4,G10,sirna_824,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G11,HEPG2-03,4,G11,sirna_171,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G12,HEPG2-03,4,G12,sirna_909,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G13,HEPG2-03,4,G13,sirna_971,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G14,HEPG2-03,4,G14,sirna_722,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G15,HEPG2-03,4,G15,sirna_882,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G16,HEPG2-03,4,G16,sirna_438,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G17,HEPG2-03,4,G17,sirna_178,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G18,HEPG2-03,4,G18,sirna_960,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G19,HEPG2-03,4,G19,sirna_349,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G20,HEPG2-03,4,G20,sirna_115,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G21,HEPG2-03,4,G21,sirna_1077,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G22,HEPG2-03,4,G22,sirna_288,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_G23,HEPG2-03,4,G23,sirna_950,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H02,HEPG2-03,4,H02,sirna_511,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H04,HEPG2-03,4,H04,sirna_35,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H05,HEPG2-03,4,H05,sirna_1051,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H06,HEPG2-03,4,H06,sirna_142,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H08,HEPG2-03,4,H08,sirna_571,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H09,HEPG2-03,4,H09,sirna_351,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H10,HEPG2-03,4,H10,sirna_936,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H12,HEPG2-03,4,H12,sirna_166,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H13,HEPG2-03,4,H13,sirna_522,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H14,HEPG2-03,4,H14,sirna_214,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H16,HEPG2-03,4,H16,sirna_398,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H17,HEPG2-03,4,H17,sirna_1074,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H18,HEPG2-03,4,H18,sirna_772,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H20,HEPG2-03,4,H20,sirna_794,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H21,HEPG2-03,4,H21,sirna_698,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_H23,HEPG2-03,4,H23,sirna_1057,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I02,HEPG2-03,4,I02,sirna_1024,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I03,HEPG2-03,4,I03,sirna_127,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I04,HEPG2-03,4,I04,sirna_207,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I05,HEPG2-03,4,I05,sirna_173,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I06,HEPG2-03,4,I06,sirna_980,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I07,HEPG2-03,4,I07,sirna_793,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I08,HEPG2-03,4,I08,sirna_989,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I09,HEPG2-03,4,I09,sirna_1015,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I10,HEPG2-03,4,I10,sirna_988,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I11,HEPG2-03,4,I11,sirna_141,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HEPG2-03_4_I12,HEPG2-03,4,I12,sirna_236,HEPG2,1,images/HEPG2-03/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
